log_id,timestamp,error_type,severity,module,environment,user_id,response_time_ms,message,ip_address
4453,,System Crash,Unknown,notification-service,development,,,Error in module at line 54: Authentication Failure,
1038,2024-03-09 07:46:00,UI Glitch,Medium,user-dashboard,staging,USR-4372,,Error in module at line 103: Permission Denied,10.0.185.4
1479,,UI Glitch,Medium,api-gateway,unknown,,,Error in module at line 245: Network Timeout,192.168.49.149
156,,File Not Found,High,unknown-module,staging,,817.0,Error in module at line 442: UI Glitch,
4089,2024-06-24 08:17:00,Authentication Failure,High,payment-gateway,production,USR-3195,1042.0,Error in module at line 354: API Timeout,192.168.151.143
2010,2024-10-07 05:43:00,Memory Leak,Medium,notification-service,development,USR-7114,,Error in module at line 274: Database Connection Error,192.168.206.228
1980,,Database Connection Error,Critical,payment-gateway,production,,,Error in module at line 266: Database Connection Error,10.0.86.179
302,2024-02-08 14:40:00,Performance Degradation,Low,payment-gateway,staging,USR-7297,,Error in module at line 215: Permission Denied,
723,2024-02-22 23:41:00,Database Connection Error,Medium,auth-service,development,USR-5077,,Error in module at line 173: API Timeout,
1777,,File Not Found,High,database-manager,production,,,Error in module at line 213: Performance Degradation,
2677,2024-04-03 09:01:00,Network Timeout,Medium,unknown-module,production,USR-1597,,Error in module at line 379: UI Glitch,10.0.88.168
2361,2024-01-22 00:50:00,Network Timeout,Low,database-manager,development,,,Error in module at line 77: Performance Degradation,
1223,2024-10-22 07:50:00,Database Connection Error,Critical,api-gateway,unknown,,,Error in module at line 312: UI Glitch,192.168.23.193
897,,Permission Denied,Unknown,database-manager,staging,USR-4730,,Error in module at line 230: Permission Denied,
3739,2024-12-10 06:00:00,Permission Denied,Medium,auth-service,production,,1471.4,Error in module at line 61: Network Timeout,
872,2024-02-29 07:50:00,System Crash,Critical,database-manager,staging,USR-6049,,Error in module at line 93: Memory Leak,
2732,2024-09-03 12:19:00,System Crash,Critical,notification-service,development,USR-9498,3286.05,Error in module at line 103: Performance Degradation,
629,,UI Glitch,High,payment-gateway,development,USR-7543,2146.87,Error in module at line 379: Network Timeout,
4901,2024-10-28 23:35:00,Performance Degradation,Unknown,api-gateway,development,,,Error in module at line 96: UI Glitch,
2631,,Performance Degradation,Unknown,unknown-module,production,,,Error in module at line 146: File Not Found,10.0.211.207
2258,2024-05-15 04:07:00,File Not Found,Low,database-manager,production,USR-8316,,Error in module at line 25: Permission Denied,
2903,,Authentication Failure,Critical,payment-gateway,unknown,,,Error in module at line 203: Permission Denied,
3550,2024-06-24 06:19:00,Authentication Failure,Critical,notification-service,development,USR-1410,,Error in module at line 145: API Timeout,
2358,2024-05-29 07:20:00,UI Glitch,Critical,notification-service,unknown,,578.03,Error in module at line 132: Performance Degradation,192.168.101.64
133,2024-03-09 21:34:00,UI Glitch,Medium,unknown-module,development,,2390.83,Error in module at line 128: UI Glitch,
2164,2024-01-24 01:08:00,Database Connection Error,Low,payment-gateway,staging,,,Error in module at line 250: Memory Leak,192.168.81.69
4466,2024-11-26 02:34:00,Network Timeout,Low,unknown-module,staging,USR-8717,,Error in module at line 292: Permission Denied,
2310,2024-11-03 12:18:00,Permission Denied,Critical,user-dashboard,unknown,,,Error in module at line 170: File Not Found,
3531,2024-12-21 14:46:00,Performance Degradation,Low,auth-service,development,USR-2187,,Error in module at line 128: API Timeout,
3304,2024-11-19 18:31:00,UI Glitch,Critical,notification-service,staging,USR-6154,,Error in module at line 422: UI Glitch,192.168.29.191
2123,2024-07-15 12:34:00,Permission Denied,Critical,user-dashboard,production,,,Error in module at line 190: UI Glitch,
3170,2024-05-11 02:51:00,File Not Found,High,user-dashboard,staging,,,Error in module at line 238: Authentication Failure,
2974,2024-03-10 15:53:00,System Crash,Medium,file-storage,production,,,Error in module at line 453: Database Connection Error,192.168.191.113
1769,2024-08-12 20:44:00,Authentication Failure,Medium,file-storage,unknown,USR-7213,,Error in module at line 194: File Not Found,192.168.179.173
4221,2024-12-18 06:12:00,File Not Found,Critical,user-dashboard,development,,,Error in module at line 326: UI Glitch,
4398,2024-04-16 18:45:00,Network Timeout,Critical,database-manager,unknown,,,Error in module at line 451: Memory Leak,
432,2024-02-20 15:08:00,Network Timeout,Low,unknown-module,staging,,2418.75,Error in module at line 184: Authentication Failure,
4796,2024-10-14 03:11:00,Network Timeout,Unknown,payment-gateway,production,USR-2851,,Error in module at line 165: UI Glitch,10.0.148.10
2089,2024-11-09 19:45:00,Database Connection Error,Low,unknown-module,production,USR-5605,2844.65,Error in module at line 400: File Not Found,10.0.72.147
1338,2024-03-21 07:54:00,System Crash,Medium,file-storage,staging,,1978.0,Error in module at line 481: UI Glitch,10.0.38.182
4841,2024-04-23 02:48:00,Database Connection Error,Critical,api-gateway,staging,,,Error in module at line 443: Memory Leak,192.168.4.241
938,2024-08-04 16:59:00,Permission Denied,Unknown,auth-service,staging,,,Error in module at line 235: Memory Leak,192.168.173.14
3244,2024-08-26 17:51:00,System Crash,Critical,file-storage,staging,USR-2350,,Error in module at line 480: API Timeout,192.168.116.164
3446,,Memory Leak,Low,database-manager,production,,1556.0,Error in module at line 496: Performance Degradation,
974,2024-05-15 19:08:00,System Crash,Low,notification-service,production,,,Error in module at line 418: Permission Denied,
844,2024-06-29 19:59:00,Memory Leak,Medium,notification-service,unknown,USR-6723,184.49,Error in module at line 216: Memory Leak,10.0.228.37
3981,2024-10-18 04:39:00,File Not Found,Low,user-dashboard,production,USR-6294,,Error in module at line 446: Performance Degradation,192.168.196.175
483,2024-01-14 22:21:00,Memory Leak,Low,notification-service,unknown,USR-4266,,Error in module at line 116: Authentication Failure,10.0.224.120
3740,,Memory Leak,Low,user-dashboard,development,USR-6697,,Error in module at line 200: Memory Leak,192.168.34.162
3763,2024-02-03 22:43:00,UI Glitch,Medium,auth-service,staging,,1050.9,Error in module at line 386: Performance Degradation,
3968,2024-08-21 11:57:00,Performance Degradation,Medium,api-gateway,production,,,Error in module at line 66: File Not Found,192.168.108.243
3655,2024-10-01 19:01:00,UI Glitch,Medium,api-gateway,development,USR-7556,,Error in module at line 445: UI Glitch,
1277,2024-03-14 03:13:00,System Crash,High,notification-service,unknown,,,Error in module at line 381: Network Timeout,192.168.100.5
140,,Permission Denied,Low,user-dashboard,development,,977.51,Error in module at line 481: System Crash,
1856,2024-06-10 09:31:00,Authentication Failure,Medium,notification-service,development,,,Error in module at line 77: UI Glitch,
349,2024-07-06 07:40:00,Performance Degradation,Critical,user-dashboard,staging,,,Error in module at line 241: UI Glitch,192.168.113.8
3087,2024-10-01 19:47:00,Memory Leak,Low,notification-service,development,,,Error in module at line 49: Network Timeout,10.0.36.170
1007,2024-09-08 22:06:00,API Timeout,High,payment-gateway,staging,,1168.0,Error in module at line 342: Permission Denied,
3312,,Network Timeout,Unknown,api-gateway,unknown,,,Error in module at line 303: System Crash,
2561,,Memory Leak,Low,user-dashboard,development,,,Error in module at line 286: API Timeout,
1114,2024-07-12 07:21:00,UI Glitch,Low,api-gateway,development,USR-1967,,Error in module at line 357: Performance Degradation,192.168.8.27
4671,2024-11-01 11:10:00,Performance Degradation,Critical,database-manager,development,USR-5892,,Error in module at line 295: Memory Leak,
7,2024-09-21 12:02:00,System Crash,Low,notification-service,unknown,USR-4671,528.0,Error in module at line 416: File Not Found,10.0.46.57
4049,2024-03-21 02:11:00,System Crash,Low,database-manager,staging,,,Error in module at line 322: API Timeout,
1232,,Performance Degradation,Medium,user-dashboard,unknown,,,Error in module at line 213: File Not Found,
1297,,Database Connection Error,Medium,auth-service,development,,2878.0,Error in module at line 255: System Crash,192.168.53.144
4626,2024-12-14 10:44:00,Authentication Failure,Critical,notification-service,production,,,Error in module at line 7: System Crash,
2998,,Network Timeout,Unknown,auth-service,development,,,Error in module at line 159: Performance Degradation,
4014,2024-02-03 16:46:00,Memory Leak,Unknown,unknown-module,production,,,Error in module at line 224: Permission Denied,
478,2024-10-26 12:13:00,Permission Denied,Critical,file-storage,staging,,,Error in module at line 357: Memory Leak,
1089,2024-04-22 20:43:00,System Crash,Low,payment-gateway,unknown,,3692.0,Error in module at line 322: Network Timeout,
3922,,UI Glitch,Medium,notification-service,staging,,,Error in module at line 253: Permission Denied,192.168.96.212
2408,,Memory Leak,Low,unknown-module,development,,,Error in module at line 19: Permission Denied,
4706,2024-04-02 10:45:00,Memory Leak,Low,user-dashboard,development,,,Error in module at line 262: System Crash,
3401,2024-04-27 11:55:00,File Not Found,Critical,api-gateway,development,,,Error in module at line 385: Database Connection Error,
1884,2024-12-12 22:48:00,Performance Degradation,Medium,payment-gateway,development,,497.03,Error in module at line 325: Memory Leak,
3354,2024-07-23 00:50:00,Authentication Failure,Medium,file-storage,production,,,Error in module at line 317: File Not Found,
3567,,API Timeout,High,file-storage,development,USR-2816,,Error in module at line 12: Database Connection Error,
1984,2024-03-28 14:34:00,File Not Found,Low,user-dashboard,production,,,Error in module at line 175: API Timeout,10.0.25.54
4942,2024-03-31 08:55:00,Authentication Failure,Critical,user-dashboard,development,,,Error in module at line 496: Permission Denied,
3605,2024-04-20 09:48:00,File Not Found,Critical,payment-gateway,development,USR-2134,3321.0,Error in module at line 297: Network Timeout,
540,2024-12-10 13:00:00,File Not Found,High,notification-service,staging,,219.0,Error in module at line 369: Performance Degradation,
2249,2024-03-22 10:50:00,Permission Denied,Critical,auth-service,staging,,,Error in module at line 210: Database Connection Error,
4558,,Permission Denied,Medium,database-manager,unknown,USR-3859,,Error in module at line 96: Network Timeout,192.168.60.36
2375,2024-08-16 13:53:00,Database Connection Error,Critical,payment-gateway,staging,,1376.21,Error in module at line 3: Memory Leak,
1384,2024-12-06 05:24:00,Performance Degradation,Low,auth-service,production,,,Error in module at line 41: File Not Found,
1640,2024-06-20 18:27:00,Performance Degradation,Critical,notification-service,development,USR-5802,,Error in module at line 327: File Not Found,
1850,,API Timeout,Low,user-dashboard,staging,USR-3987,,Error in module at line 371: Authentication Failure,
4362,2024-10-03 09:17:00,UI Glitch,Medium,api-gateway,staging,USR-5690,1664.0,Error in module at line 314: System Crash,192.168.28.115
3464,2024-10-23 08:50:00,API Timeout,Critical,auth-service,development,,,Error in module at line 331: Network Timeout,
4536,2024-08-21 00:36:00,Authentication Failure,High,notification-service,unknown,USR-1281,58.23,Error in module at line 249: API Timeout,
139,2024-03-27 05:57:00,Memory Leak,High,payment-gateway,production,USR-1626,,Error in module at line 277: Memory Leak,
3295,2024-07-05 03:16:00,System Crash,Medium,user-dashboard,production,,,Error in module at line 440: API Timeout,
1369,2024-07-08 09:33:00,Memory Leak,Medium,file-storage,unknown,USR-6940,4317.99,Error in module at line 291: Database Connection Error,
3034,2024-05-31 11:45:00,Database Connection Error,High,auth-service,development,USR-4345,1083.0,Error in module at line 255: System Crash,
725,2024-12-26 00:32:00,File Not Found,Medium,file-storage,development,,2289.48,Error in module at line 241: API Timeout,
4022,2024-02-19 10:56:00,Memory Leak,Unknown,payment-gateway,development,,4830.69,Error in module at line 22: Database Connection Error,
1818,2024-04-09 09:04:00,Database Connection Error,Unknown,unknown-module,staging,,4698.0,Error in module at line 115: Performance Degradation,10.0.222.94
2288,2024-01-26 19:07:00,Database Connection Error,Low,payment-gateway,development,,,Error in module at line 352: System Crash,192.168.216.193
2327,2024-07-10 17:42:00,File Not Found,Low,auth-service,development,USR-7045,,Error in module at line 261: File Not Found,
3833,2024-12-28 22:54:00,File Not Found,Critical,file-storage,production,,,Error in module at line 163: Performance Degradation,
1216,2024-05-22 12:55:00,API Timeout,Medium,notification-service,production,USR-7906,3701.0,Error in module at line 385: Performance Degradation,
4769,2024-06-16 23:12:00,UI Glitch,High,file-storage,production,USR-3212,555.29,Error in module at line 114: Authentication Failure,
4389,2024-06-06 12:29:00,Authentication Failure,Unknown,user-dashboard,staging,,,Error in module at line 261: UI Glitch,
5000,,Network Timeout,Low,notification-service,production,USR-1092,,Error in module at line 330: Authentication Failure,
2950,2024-10-14 01:40:00,File Not Found,Critical,file-storage,production,,,Error in module at line 4: API Timeout,
3868,,Performance Degradation,Low,user-dashboard,development,,,Error in module at line 150: Performance Degradation,
508,2024-06-12 00:03:00,Permission Denied,Medium,database-manager,unknown,USR-7249,,Error in module at line 164: API Timeout,
2540,2024-09-11 17:24:00,System Crash,Low,notification-service,staging,,,Error in module at line 126: API Timeout,10.0.235.5
1896,2024-10-07 02:34:00,File Not Found,Critical,payment-gateway,staging,USR-3879,,Error in module at line 255: Authentication Failure,10.0.47.250
1686,2024-02-23 18:42:00,UI Glitch,Low,unknown-module,development,,,Error in module at line 324: Performance Degradation,
400,,API Timeout,High,payment-gateway,development,,,Error in module at line 35: System Crash,192.168.109.82
2056,,UI Glitch,High,payment-gateway,unknown,,,Error in module at line 87: Database Connection Error,192.168.87.199
2927,2024-06-12 16:12:00,Network Timeout,Critical,auth-service,production,,2206.0,Error in module at line 202: UI Glitch,
2648,2024-09-25 22:38:00,Database Connection Error,Medium,notification-service,development,,,Error in module at line 465: System Crash,
2002,2024-01-30 12:52:00,UI Glitch,High,database-manager,production,,,Error in module at line 201: Memory Leak,192.168.124.248
1820,,UI Glitch,Unknown,unknown-module,development,,,Error in module at line 407: Authentication Failure,10.0.126.188
1285,,File Not Found,Medium,file-storage,development,,,Error in module at line 163: Database Connection Error,
2133,2024-03-21 19:28:00,File Not Found,High,payment-gateway,production,USR-1282,,Error in module at line 152: File Not Found,10.0.83.121
3674,2024-01-31 00:58:00,Authentication Failure,Medium,database-manager,development,,,Error in module at line 226: Database Connection Error,
1169,2024-02-23 07:18:00,Memory Leak,Medium,api-gateway,staging,USR-8413,,Error in module at line 446: UI Glitch,
4625,,Memory Leak,Medium,api-gateway,development,,,Error in module at line 223: UI Glitch,
1796,2024-12-24 19:07:00,System Crash,High,auth-service,development,,,Error in module at line 353: Authentication Failure,
4155,,UI Glitch,Medium,file-storage,staging,USR-8135,,Error in module at line 11: Database Connection Error,192.168.237.243
4455,2024-10-20 16:24:00,File Not Found,High,notification-service,development,USR-2290,,Error in module at line 469: Memory Leak,
4120,2024-02-13 20:56:00,Memory Leak,Unknown,user-dashboard,production,,3125.0,Error in module at line 173: System Crash,
1090,2024-07-18 15:27:00,UI Glitch,Unknown,payment-gateway,development,USR-9272,164.0,Error in module at line 459: File Not Found,10.0.5.167
980,2024-01-28 19:18:00,Performance Degradation,Critical,unknown-module,production,USR-2689,,Error in module at line 164: Permission Denied,
4716,2024-01-06 12:25:00,System Crash,Low,unknown-module,staging,USR-1611,,Error in module at line 155: Database Connection Error,192.168.135.162
4566,2024-10-16 04:08:00,Authentication Failure,Low,api-gateway,development,,,Error in module at line 124: Authentication Failure,10.0.70.90
3869,2024-04-22 23:09:00,System Crash,Critical,unknown-module,staging,,,Error in module at line 305: Memory Leak,
4963,,Performance Degradation,High,unknown-module,production,,,Error in module at line 25: Performance Degradation,10.0.138.102
3927,2024-10-25 01:33:00,Performance Degradation,High,auth-service,staging,,,Error in module at line 406: System Crash,192.168.113.221
3266,2024-11-29 14:50:00,File Not Found,Medium,notification-service,unknown,USR-1288,,Error in module at line 154: Database Connection Error,10.0.67.15
3675,2024-08-19 13:58:00,API Timeout,Medium,unknown-module,staging,,,Error in module at line 417: API Timeout,10.0.155.104
3607,2024-05-24 20:08:00,API Timeout,High,user-dashboard,staging,,,Error in module at line 202: Database Connection Error,
3434,2024-11-20 10:04:00,API Timeout,Low,file-storage,staging,,,Error in module at line 187: Database Connection Error,192.168.93.131
3143,2024-06-03 04:25:00,Performance Degradation,Critical,database-manager,development,USR-7333,,Error in module at line 22: Authentication Failure,
52,2024-04-06 19:06:00,UI Glitch,Medium,payment-gateway,production,USR-1804,,Error in module at line 301: Database Connection Error,
4995,2024-01-06 11:20:00,Network Timeout,Critical,database-manager,development,,4620.0,Error in module at line 225: Database Connection Error,192.168.237.66
2387,2024-04-24 08:23:00,Performance Degradation,Critical,api-gateway,production,USR-8573,,Error in module at line 256: Permission Denied,
3970,2024-08-31 15:10:00,File Not Found,High,unknown-module,development,USR-4034,,Error in module at line 338: Database Connection Error,
123,2024-05-16 22:03:00,Authentication Failure,High,payment-gateway,production,,,Error in module at line 438: Memory Leak,
4213,2024-03-01 13:32:00,UI Glitch,Critical,file-storage,development,,,Error in module at line 92: Database Connection Error,192.168.52.188
4446,2024-04-05 17:28:00,System Crash,Critical,api-gateway,unknown,USR-1482,44.0,Error in module at line 420: Memory Leak,10.0.87.107
3421,,API Timeout,High,auth-service,production,USR-8194,1878.0,Error in module at line 55: Network Timeout,10.0.235.68
2799,2024-08-19 16:40:00,Authentication Failure,Low,database-manager,production,,,Error in module at line 406: Database Connection Error,10.0.173.155
2311,,Authentication Failure,Medium,user-dashboard,staging,,1554.88,Error in module at line 92: File Not Found,
2037,2024-02-24 07:48:00,Authentication Failure,Critical,payment-gateway,staging,USR-5979,,Error in module at line 127: File Not Found,10.0.81.51
2980,2024-01-04 21:22:00,Permission Denied,Critical,user-dashboard,development,USR-7531,,Error in module at line 264: Performance Degradation,
4861,2024-08-28 15:45:00,UI Glitch,Critical,file-storage,production,USR-9189,,Error in module at line 475: Network Timeout,192.168.25.35
1509,2024-06-03 07:02:00,Authentication Failure,High,auth-service,staging,USR-5820,1733.46,Error in module at line 376: Database Connection Error,10.0.8.199
4163,2024-01-31 10:52:00,Database Connection Error,Low,file-storage,production,USR-4934,,Error in module at line 310: API Timeout,
597,,File Not Found,Medium,payment-gateway,development,,,Error in module at line 3: UI Glitch,10.0.30.37
4502,2024-02-02 00:15:00,Network Timeout,High,auth-service,staging,USR-3050,,Error in module at line 434: API Timeout,
2115,2024-10-25 04:02:00,Permission Denied,Low,notification-service,unknown,,,Error in module at line 273: Performance Degradation,10.0.99.16
3839,2024-07-18 21:28:00,Permission Denied,High,auth-service,production,,,Error in module at line 398: Network Timeout,10.0.124.94
1925,,Performance Degradation,Medium,user-dashboard,development,USR-1520,1177.67,Error in module at line 98: Performance Degradation,
1630,2024-01-21 03:45:00,Database Connection Error,Medium,api-gateway,unknown,USR-3460,2010.02,Error in module at line 150: System Crash,10.0.53.35
3357,2024-09-08 19:15:00,Permission Denied,Medium,auth-service,staging,USR-4184,,Error in module at line 391: Performance Degradation,
1306,2024-05-30 21:05:00,System Crash,Medium,database-manager,production,,,Error in module at line 73: File Not Found,10.0.110.96
787,,Performance Degradation,Medium,payment-gateway,development,,,Error in module at line 448: UI Glitch,
4309,2024-09-05 08:59:00,File Not Found,Medium,auth-service,development,,,Error in module at line 62: Network Timeout,
1547,2024-11-16 16:31:00,Permission Denied,Low,unknown-module,staging,USR-5640,,Error in module at line 9: Permission Denied,
4433,,System Crash,Critical,database-manager,development,USR-4358,,Error in module at line 74: API Timeout,
4955,,Database Connection Error,Critical,database-manager,production,,1358.0,Error in module at line 310: File Not Found,
3729,,System Crash,Critical,payment-gateway,staging,,,Error in module at line 418: Network Timeout,
1748,2024-04-26 02:36:00,Network Timeout,Critical,notification-service,unknown,,,Error in module at line 74: Memory Leak,
1029,2024-01-16 11:36:00,Network Timeout,Low,user-dashboard,development,,,Error in module at line 127: Permission Denied,192.168.168.90
642,,Database Connection Error,Unknown,payment-gateway,development,,,Error in module at line 97: Network Timeout,
344,,Database Connection Error,High,notification-service,development,USR-7562,3678.0,Error in module at line 215: System Crash,
2935,2024-03-09 23:50:00,Memory Leak,Unknown,api-gateway,development,,,Error in module at line 111: Permission Denied,
1424,2024-09-25 14:17:00,UI Glitch,High,file-storage,staging,,,Error in module at line 205: File Not Found,192.168.52.178
1020,,Permission Denied,High,notification-service,production,USR-1616,4802.33,Error in module at line 127: Memory Leak,192.168.148.41
679,2024-11-23 11:19:00,Authentication Failure,Critical,payment-gateway,production,USR-6198,,Error in module at line 481: File Not Found,10.0.40.235
2723,2024-12-12 06:04:00,Memory Leak,High,database-manager,staging,USR-1912,,Error in module at line 370: Database Connection Error,
1966,2024-04-16 09:18:00,File Not Found,Critical,user-dashboard,development,,,Error in module at line 369: Permission Denied,192.168.46.226
1805,2024-12-02 17:50:00,UI Glitch,Low,notification-service,staging,USR-9567,,Error in module at line 320: UI Glitch,192.168.78.141
2725,2024-03-17 19:09:00,Performance Degradation,Low,file-storage,development,,,Error in module at line 282: Authentication Failure,
3609,2024-03-29 23:31:00,Network Timeout,Critical,auth-service,development,,,Error in module at line 92: System Crash,
2642,2024-02-10 11:47:00,Permission Denied,High,api-gateway,staging,USR-4178,,Error in module at line 224: System Crash,
3556,2024-07-17 15:31:00,API Timeout,Critical,payment-gateway,unknown,,,Error in module at line 475: API Timeout,10.0.164.45
878,,File Not Found,Critical,unknown-module,production,,,Error in module at line 393: Authentication Failure,
4166,2024-01-09 06:27:00,System Crash,Medium,notification-service,development,,,Error in module at line 374: UI Glitch,10.0.73.205
379,,Network Timeout,Medium,notification-service,production,,,Error in module at line 380: Authentication Failure,10.0.212.99
4974,,Network Timeout,Medium,notification-service,staging,USR-5552,,Error in module at line 489: Network Timeout,
4046,2024-02-12 08:15:00,Memory Leak,Medium,unknown-module,staging,USR-9226,,Error in module at line 297: Network Timeout,192.168.22.157
1262,2024-07-15 01:59:00,UI Glitch,Low,auth-service,staging,,4749.0,Error in module at line 238: UI Glitch,192.168.46.73
3590,2024-05-07 16:29:00,Authentication Failure,High,notification-service,development,USR-8488,,Error in module at line 328: UI Glitch,10.0.51.92
2425,2024-02-12 20:37:00,Database Connection Error,Low,user-dashboard,development,,,Error in module at line 348: Performance Degradation,
2538,2024-03-15 00:59:00,API Timeout,Low,notification-service,staging,,,Error in module at line 246: Memory Leak,10.0.32.166
4098,,Permission Denied,Medium,auth-service,staging,USR-4755,,Error in module at line 424: System Crash,
3798,2024-06-02 17:59:00,Performance Degradation,Low,file-storage,staging,,,Error in module at line 290: Memory Leak,10.0.173.221
2961,2024-01-08 15:22:00,Authentication Failure,High,file-storage,development,,1510.55,Error in module at line 152: File Not Found,
3498,,API Timeout,Medium,database-manager,staging,,,Error in module at line 229: Network Timeout,192.168.143.55
2714,2024-03-19 14:52:00,Network Timeout,Critical,api-gateway,development,USR-9255,2876.0,Error in module at line 424: Authentication Failure,192.168.167.79
3386,2024-05-06 10:19:00,UI Glitch,Critical,user-dashboard,development,,,Error in module at line 198: Memory Leak,192.168.66.110
3937,2024-10-04 20:03:00,Memory Leak,Low,file-storage,production,,,Error in module at line 216: File Not Found,
1615,2024-02-07 04:06:00,Memory Leak,Critical,database-manager,unknown,,,Error in module at line 146: Database Connection Error,192.168.111.181
887,2024-06-15 07:40:00,Permission Denied,Medium,auth-service,production,,,Error in module at line 222: Permission Denied,
20,2024-07-23 04:07:00,Memory Leak,Low,file-storage,staging,USR-2534,,Error in module at line 489: Performance Degradation,
497,2024-06-22 14:09:00,UI Glitch,Medium,database-manager,production,,730.88,Error in module at line 238: Permission Denied,
3998,,Database Connection Error,Low,file-storage,production,,154.0,Error in module at line 47: UI Glitch,
3564,,Network Timeout,High,notification-service,production,USR-2402,,Error in module at line 256: UI Glitch,
1617,2024-07-27 06:07:00,API Timeout,Critical,unknown-module,staging,USR-4208,,Error in module at line 298: UI Glitch,
3479,,Permission Denied,Low,unknown-module,unknown,,,Error in module at line 255: Permission Denied,192.168.201.171
412,,API Timeout,Critical,auth-service,unknown,USR-3278,,Error in module at line 440: Performance Degradation,
1312,,Network Timeout,Low,user-dashboard,production,,,Error in module at line 294: UI Glitch,
2449,2024-02-06 20:37:00,Memory Leak,Critical,database-manager,staging,USR-2533,,Error in module at line 29: Memory Leak,
2277,2024-12-28 07:30:00,Authentication Failure,Low,notification-service,staging,USR-7077,,Error in module at line 281: UI Glitch,192.168.64.117
4719,2024-01-31 00:13:00,Performance Degradation,High,database-manager,production,USR-4825,,Error in module at line 302: Authentication Failure,10.0.78.203
1960,2024-09-18 20:43:00,Database Connection Error,Critical,file-storage,staging,USR-9318,,Error in module at line 46: Performance Degradation,
4892,2024-05-19 05:43:00,UI Glitch,Low,payment-gateway,staging,USR-1359,,Error in module at line 131: File Not Found,10.0.124.40
1784,2024-07-18 20:54:00,File Not Found,Medium,notification-service,production,USR-7954,,Error in module at line 61: Database Connection Error,
658,2024-03-12 19:50:00,UI Glitch,Medium,auth-service,production,,4151.0,Error in module at line 323: System Crash,
2542,2024-01-08 07:33:00,System Crash,High,user-dashboard,staging,,,Error in module at line 46: Permission Denied,
1646,2024-06-15 10:37:00,UI Glitch,Low,file-storage,development,,2572.0,Error in module at line 414: Network Timeout,
3530,2024-03-28 00:50:00,Permission Denied,Medium,file-storage,unknown,USR-8243,,Error in module at line 284: Network Timeout,
2689,2024-06-13 17:22:00,Memory Leak,Unknown,api-gateway,production,USR-1684,,Error in module at line 235: System Crash,
1429,2024-09-13 05:50:00,UI Glitch,Low,unknown-module,staging,,,Error in module at line 378: API Timeout,
202,,Network Timeout,Critical,payment-gateway,production,,,Error in module at line 485: Database Connection Error,10.0.230.216
1933,,Performance Degradation,Medium,unknown-module,unknown,USR-6484,,Error in module at line 38: UI Glitch,10.0.214.229
688,2024-08-31 05:27:00,Memory Leak,High,api-gateway,development,,,Error in module at line 32: File Not Found,
3292,2024-08-25 13:18:00,Performance Degradation,High,unknown-module,development,USR-3276,3042.0,Error in module at line 120: Network Timeout,
472,2024-12-22 13:44:00,Database Connection Error,Critical,notification-service,development,,,Error in module at line 160: File Not Found,192.168.66.12
3366,2024-09-17 12:58:00,Performance Degradation,Medium,user-dashboard,production,USR-1305,,Error in module at line 70: File Not Found,10.0.117.180
2025,,API Timeout,Critical,file-storage,production,,4158.51,Error in module at line 145: UI Glitch,
1417,,Performance Degradation,Critical,payment-gateway,production,USR-8370,,Error in module at line 438: Memory Leak,192.168.182.181
2610,2024-11-28 06:22:00,API Timeout,Medium,api-gateway,staging,,,Error in module at line 252: System Crash,10.0.48.245
1321,2024-04-27 01:47:00,API Timeout,Low,payment-gateway,unknown,,,Error in module at line 264: UI Glitch,
3910,2024-09-30 23:58:00,Performance Degradation,High,user-dashboard,development,USR-5259,,Error in module at line 8: Database Connection Error,192.168.123.114
1865,,System Crash,High,database-manager,staging,,3728.34,Error in module at line 354: UI Glitch,192.168.255.68
4547,2024-06-21 04:00:00,Authentication Failure,Low,file-storage,production,USR-3165,3231.84,Error in module at line 124: Database Connection Error,
732,2024-05-17 07:29:00,Permission Denied,High,database-manager,production,USR-9991,,Error in module at line 79: File Not Found,
4792,2024-02-25 05:05:00,File Not Found,Low,auth-service,development,,1800.0,Error in module at line 418: Network Timeout,
2736,,Performance Degradation,Low,auth-service,development,USR-1950,,Error in module at line 482: File Not Found,
762,2024-06-21 03:37:00,Authentication Failure,High,user-dashboard,production,,,Error in module at line 68: Database Connection Error,10.0.78.218
3369,2024-05-17 07:38:00,System Crash,Low,file-storage,staging,,,Error in module at line 403: API Timeout,
668,2024-03-07 11:01:00,UI Glitch,Critical,notification-service,production,USR-9306,3042.0,Error in module at line 189: API Timeout,
4483,,System Crash,Critical,notification-service,staging,,,Error in module at line 371: Memory Leak,
4774,2024-01-25 20:21:00,File Not Found,Medium,api-gateway,staging,,,Error in module at line 456: Permission Denied,
2278,2024-09-11 16:50:00,File Not Found,High,notification-service,production,,,Error in module at line 498: File Not Found,
1783,2024-04-12 02:45:00,Database Connection Error,High,user-dashboard,production,USR-8310,1628.47,Error in module at line 148: UI Glitch,
1993,,Performance Degradation,Low,payment-gateway,production,,,Error in module at line 176: Permission Denied,
1872,2024-10-01 22:31:00,System Crash,Critical,auth-service,production,,,Error in module at line 469: API Timeout,
3951,2024-08-20 08:47:00,Memory Leak,Medium,notification-service,staging,USR-9303,2602.54,Error in module at line 236: Permission Denied,
833,,Network Timeout,High,api-gateway,unknown,USR-7721,87.13,Error in module at line 446: Network Timeout,10.0.55.139
1470,2024-06-06 20:38:00,File Not Found,Unknown,file-storage,staging,USR-4172,,Error in module at line 44: Memory Leak,192.168.243.143
