log_id,timestamp,error_type,severity,module,environment,user_id,response_time_ms,message,ip_address
4762,,System Crash,CRITICAL,database-manager,prod,UNKNOWN,N/A,Error in module at line 217: System Crash,INVALID_IP
2029,09/21/2024 17:32,Permission Denied,High,user-dashboard,dev,3005,0,Error in module at line 149: Performance Degradation,0.0.0.0
1847,,Authentication Failure,,,Staging,,N/A,Error in module at line 153: Performance Degradation,192.168.250.96
4970,03-Jul-2024 12:16:00,UI Glitch,P3,payment-gateway,prod,,,Error in module at line 304: File Not Found,0.0.0.0
1463,,Network Timeout,CRITICAL,file-storage,dev,,0,Error in module at line 301: Authentication Failure,192.168.94.210
2253,1719430320.0,Database Connection Error,P4,database-manager,,,4364.6,Error in module at line 105: Authentication Failure,INVALID_IP
3460,04-Aug-2024 18:54:00,System Crash,,payment-gateway,,,0,Error in module at line 398: API Timeout,192.168.197.211
3090,2024-01-28 00:45:00,File Not Found,,database-manager,DEV,,99999,Error in module at line 332: Database Connection Error,192.168.101.166
2939,1728837960.0,UI Glitch,High,database-manager,development,2921,0,Error in module at line 188: UI Glitch,10.0.3.152
4726,05-Jan-2024 21:32:00,Database Connection Error,P3,file-storage,dev,USR-5901,99999,Error in module at line 113: API Timeout,INVALID_IP
3964,,System Crash,,file-storage,,,2360.35,Error in module at line 298: API Timeout,INVALID_IP
4922,05/16/2024 06:21,Network Timeout,,user-dashboard,Staging,USR-6403,,Error in module at line 320: Performance Degradation,
4997,05-Apr-2024 18:42:00,Performance Degradation,CRITICAL,database-manager,stg,UNKNOWN,2008,Error in module at line 409: Network Timeout,10.0.122.84
4567,09/17/2024 05:23,Authentication Failure,Medium,api-gateway,prod,USR-8372,-1,Error in module at line 419: Database Connection Error,10.0.125.181
1587,,Database Connection Error,,user-dashboard,DEV,1440,,Error in module at line 200: Authentication Failure,
3225,2024-05-03 12:52:00,Network Timeout,,database-manager,production,9560,-1,Error in module at line 481: System Crash,0.0.0.0
3486,,System Crash,P2,api-gateway,development,,,Error in module at line 10: Network Timeout,192.168.36.66
2410,2024-08-01 07:00:00,System Crash,P2,auth-service,Staging,,-1,Error in module at line 357: Memory Leak,INVALID_IP
3095,11/17/2024 02:07,File Not Found,high,payment-gateway,PRODUCTION,,3011,Error in module at line 460: System Crash,INVALID_IP
4181,1733146200.0,Database Connection Error,High,database-manager,Staging,USR-6869,N/A,Error in module at line 432: File Not Found,192.168.139.145
2254,2024-01-30 11:06:00,Authentication Failure,LOW,api-gateway,prod,USR-3197,2608,Error in module at line 249: API Timeout,INVALID_IP
523,2024-05-13 20:32:00,Memory Leak,high,api-gateway,prod,,0,Error in module at line 192: File Not Found,
2622,04/20/2024 18:39,Network Timeout,,api-gateway,prod,USR-7601,N/A,Error in module at line 33: Performance Degradation,
438,2024-04-06 08:21:00,API Timeout,Low,auth-service,PRODUCTION,UNKNOWN,2145,Error in module at line 399: Permission Denied,INVALID_IP
2737,06-May-2024 14:23:00,Network Timeout,P3,,PRODUCTION,,-1,Error in module at line 418: System Crash,10.0.112.76
2264,03/30/2024 13:06,Permission Denied,High,notification-service,prod,,-1,Error in module at line 233: File Not Found,10.0.132.169
1893,,Permission Denied,Medium,notification-service,dev,6745,3837.8,Error in module at line 417: UI Glitch,192.168.27.102
4205,1722666900.0,Network Timeout,Critical,payment-gateway,stg,,,Error in module at line 426: Memory Leak,10.0.144.82
3484,21-Sep-2024 03:44:00,Network Timeout,P3,,stg,USR-2174,2317.19,Error in module at line 111: Database Connection Error,INVALID_IP
1313,29-Dec-2024 11:22:00,Permission Denied,,database-manager,Staging,,-1,Error in module at line 289: Memory Leak,10.0.87.206
2428,09/24/2024 03:53,UI Glitch,P3,,stg,UNKNOWN,794.72,Error in module at line 396: File Not Found,
870,,File Not Found,,,Staging,,,Error in module at line 267: Permission Denied,192.168.84.58
1730,10-Dec-2024 04:05:00,Memory Leak,,notification-service,development,UNKNOWN,,Error in module at line 71: System Crash,INVALID_IP
1401,2024-05-06 17:31:00,Database Connection Error,P3,,PRODUCTION,,,Error in module at line 15: Memory Leak,192.168.47.219
1165,1711992600.0,Authentication Failure,Low,database-manager,,1355,N/A,Error in module at line 430: Network Timeout,10.0.88.19
4020,2024-03-27 20:20:00,Performance Degradation,Medium,user-dashboard,staging,USR-7018,3492.61,Error in module at line 321: Memory Leak,0.0.0.0
3909,,API Timeout,High,,development,USR-3780,0,Error in module at line 368: Memory Leak,192.168.111.76
4315,INVALID_TIME,Authentication Failure,med,file-storage,production,UNKNOWN,2228,Error in module at line 136: Database Connection Error,INVALID_IP
2795,2024-10-22 20:41:00,Permission Denied,med,api-gateway,,UNKNOWN,99999,Error in module at line 99: Authentication Failure,192.168.176.88
2872,19-Sep-2024 09:06:00,Database Connection Error,Critical,api-gateway,development,3498,99999,Error in module at line 83: System Crash,192.168.156.43
1336,18-Feb-2024 09:47:00,Database Connection Error,med,,dev,UNKNOWN,,Error in module at line 128: Network Timeout,0.0.0.0
1995,1716649260.0,Performance Degradation,P1,user-dashboard,Staging,USR-6811,99999,Error in module at line 397: System Crash,192.168.134.170
4341,18-Feb-2024 17:44:00,Memory Leak,High,file-storage,PRODUCTION,,2680,Error in module at line 200: UI Glitch,
3197,,Database Connection Error,Low,user-dashboard,stg,2761,0,Error in module at line 369: Permission Denied,0.0.0.0
1398,28-Dec-2024 11:27:00,Network Timeout,Critical,user-dashboard,production,7198,2632.03,Error in module at line 85: API Timeout,10.0.218.179
3582,30-Jan-2024 23:53:00,API Timeout,P4,file-storage,PRODUCTION,,99999,Error in module at line 415: Performance Degradation,0.0.0.0
4808,07-Sep-2024 12:11:00,API Timeout,P3,notification-service,,5881,1826.89,Error in module at line 364: System Crash,
3224,11/14/2024 22:02,Network Timeout,P3,payment-gateway,PRODUCTION,,560,Error in module at line 213: System Crash,
104,10-Sep-2024 12:19:00,API Timeout,med,user-dashboard,prod,UNKNOWN,2656.11,Error in module at line 418: System Crash,INVALID_IP
186,,Performance Degradation,LOW,payment-gateway,staging,USR-4025,99999,Error in module at line 247: Database Connection Error,192.168.218.73
2046,2024-01-31 16:31:00,Network Timeout,P3,auth-service,PRODUCTION,UNKNOWN,0,Error in module at line 427: Permission Denied,0.0.0.0
2032,07-Apr-2024 18:59:00,Performance Degradation,high,api-gateway,PRODUCTION,8318,-1,Error in module at line 256: Performance Degradation,10.0.254.27
3008,2024-08-07 08:41:00,UI Glitch,Critical,,Staging,UNKNOWN,-1,Error in module at line 196: System Crash,0.0.0.0
3762,1709457780.0,File Not Found,P2,payment-gateway,prod,UNKNOWN,4041,Error in module at line 246: Database Connection Error,
1290,12/12/2024 20:33,API Timeout,med,user-dashboard,PRODUCTION,,4401,Error in module at line 237: Database Connection Error,
4982,2024-09-15 07:00:00,File Not Found,P1,auth-service,development,,907.25,Error in module at line 90: UI Glitch,10.0.216.158
116,16-May-2024 04:39:00,UI Glitch,High,database-manager,,USR-1567,99999,Error in module at line 12: API Timeout,
1329,05-Apr-2024 17:53:00,UI Glitch,Medium,notification-service,production,,4318,Error in module at line 457: System Crash,10.0.244.174
690,,Permission Denied,,database-manager,dev,,99999,Error in module at line 203: Permission Denied,
4639,,UI Glitch,P3,,stg,UNKNOWN,N/A,Error in module at line 248: Network Timeout,
45,1723810620.0,File Not Found,P2,database-manager,development,,N/A,Error in module at line 155: Performance Degradation,0.0.0.0
4753,05/19/2024 03:04,Network Timeout,High,file-storage,development,6732,151.65,Error in module at line 445: Performance Degradation,
827,07/02/2024 21:27,System Crash,P2,auth-service,prod,4149,N/A,Error in module at line 52: Memory Leak,0.0.0.0
726,,Permission Denied,,database-manager,Staging,8286,-1,Error in module at line 60: Performance Degradation,0.0.0.0
262,05/03/2024 21:04,Permission Denied,P1,file-storage,Staging,,99999,Error in module at line 415: File Not Found,INVALID_IP
2111,1716016020.0,API Timeout,Medium,api-gateway,,,1055.61,Error in module at line 299: Authentication Failure,INVALID_IP
231,05/16/2024 13:42,UI Glitch,Critical,auth-service,Staging,USR-7383,,Error in module at line 498: Performance Degradation,10.0.6.150
584,1723546200.0,Memory Leak,P4,user-dashboard,stg,,0,Error in module at line 286: Memory Leak,10.0.71.47
4664,17-Apr-2024 01:15:00,API Timeout,Medium,,prod,,0,Error in module at line 302: Permission Denied,10.0.36.254
3830,13-Jul-2024 19:07:00,System Crash,Low,database-manager,,,N/A,Error in module at line 440: System Crash,
628,04-Nov-2024 10:18:00,Authentication Failure,Critical,api-gateway,Staging,,99999,Error in module at line 38: Authentication Failure,10.0.142.236
3733,2024-04-28 02:45:00,Performance Degradation,CRITICAL,user-dashboard,PRODUCTION,,N/A,Error in module at line 43: Performance Degradation,10.0.49.26
192,,File Not Found,P4,payment-gateway,Staging,USR-4616,,Error in module at line 19: Database Connection Error,10.0.229.122
1093,2024-11-13 08:25:00,UI Glitch,LOW,database-manager,staging,,2682,Error in module at line 65: Permission Denied,192.168.134.214
4200,,API Timeout,med,notification-service,Staging,,-1,Error in module at line 123: Authentication Failure,0.0.0.0
443,11/14/2024 04:30,Database Connection Error,med,file-storage,DEV,,99999,Error in module at line 73: Memory Leak,0.0.0.0
3514,08-Sep-2024 23:35:00,Database Connection Error,Critical,database-manager,production,USR-3246,99999,Error in module at line 365: UI Glitch,0.0.0.0
427,25-Jul-2024 03:52:00,UI Glitch,med,,,,N/A,Error in module at line 14: API Timeout,INVALID_IP
4218,06-Apr-2024 03:04:00,API Timeout,P4,notification-service,development,2637,N/A,Error in module at line 179: Authentication Failure,0.0.0.0
4381,27-Nov-2024 19:41:00,System Crash,P4,,Staging,,2047.54,Error in module at line 43: Database Connection Error,
2314,19-Dec-2024 17:05:00,Memory Leak,High,api-gateway,Staging,,,Error in module at line 209: Memory Leak,INVALID_IP
813,14-May-2024 17:18:00,Database Connection Error,High,notification-service,staging,,0,Error in module at line 440: Network Timeout,0.0.0.0
2415,2024-11-27 01:54:00,API Timeout,,user-dashboard,development,,-1,Error in module at line 300: Authentication Failure,192.168.195.27
3373,1726869900.0,File Not Found,Low,database-manager,PRODUCTION,USR-1392,N/A,Error in module at line 57: Permission Denied,0.0.0.0
1658,08-Jul-2024 01:02:00,File Not Found,LOW,api-gateway,development,,4249.53,Error in module at line 320: Performance Degradation,10.0.97.0
1831,1722706080.0,Database Connection Error,High,notification-service,prod,,N/A,Error in module at line 391: Performance Degradation,0.0.0.0
1726,05/17/2024 06:39,Network Timeout,Low,,,,1315,Error in module at line 190: UI Glitch,INVALID_IP
1950,15-Jul-2024 15:36:00,Network Timeout,med,file-storage,DEV,,99999,Error in module at line 376: System Crash,
82,1717038840.0,Performance Degradation,CRITICAL,,prod,,,Error in module at line 350: Memory Leak,0.0.0.0
1496,1731648120.0,Memory Leak,high,,dev,4374,0,Error in module at line 184: API Timeout,0.0.0.0
1580,,API Timeout,,database-manager,prod,,-1,Error in module at line 13: Permission Denied,
2143,,UI Glitch,,database-manager,development,3753,99999,Error in module at line 320: Authentication Failure,192.168.108.76
2886,1704696840.0,System Crash,P2,api-gateway,development,USR-6900,0,Error in module at line 9: Memory Leak,192.168.247.209
3314,,Performance Degradation,LOW,payment-gateway,prod,,0,Error in module at line 203: System Crash,0.0.0.0
3670,1725529260.0,Database Connection Error,Medium,api-gateway,,UNKNOWN,-1,Error in module at line 469: Permission Denied,10.0.209.4
1080,2024-11-14 00:42:00,Authentication Failure,,database-manager,development,UNKNOWN,4957,Error in module at line 130: System Crash,192.168.99.81
2995,13-Jul-2024 02:16:00,Network Timeout,Medium,payment-gateway,dev,USR-8349,-1,Error in module at line 477: Permission Denied,192.168.85.195
303,14-Dec-2024 01:50:00,Network Timeout,P1,database-manager,stg,,-1,Error in module at line 203: Permission Denied,
2338,1725727620.0,Database Connection Error,P1,file-storage,development,,3199,Error in module at line 380: Network Timeout,0.0.0.0
1316,,API Timeout,P1,,dev,UNKNOWN,99999,Error in module at line 144: API Timeout,192.168.2.235
230,1720690440.0,Database Connection Error,high,,production,USR-1581,-1,Error in module at line 26: Performance Degradation,10.0.1.221
4569,2024-02-23 11:41:00,File Not Found,,user-dashboard,development,,4528,Error in module at line 246: UI Glitch,10.0.17.253
3881,,Performance Degradation,P3,payment-gateway,DEV,UNKNOWN,,Error in module at line 480: Authentication Failure,
4434,INVALID_TIME,Database Connection Error,P2,payment-gateway,production,7636,N/A,Error in module at line 429: Authentication Failure,
914,2024-09-17 06:20:00,File Not Found,Medium,payment-gateway,development,4578,,Error in module at line 9: Authentication Failure,
1210,,Authentication Failure,,auth-service,PRODUCTION,4488,,Error in module at line 407: Performance Degradation,INVALID_IP
2367,05-Jul-2024 18:49:00,Performance Degradation,Medium,auth-service,Staging,UNKNOWN,1861,Error in module at line 132: Authentication Failure,
1733,05/26/2024 05:17,API Timeout,P2,file-storage,PRODUCTION,USR-8899,2327.17,Error in module at line 7: UI Glitch,INVALID_IP
1548,29-May-2024 05:20:00,Database Connection Error,med,auth-service,Staging,,4368.77,Error in module at line 35: File Not Found,
4400,07/08/2024 21:52,File Not Found,med,file-storage,stg,,3478,Error in module at line 337: Database Connection Error,192.168.46.146
2817,01-Mar-2024 03:28:00,Performance Degradation,Critical,,dev,,2707.35,Error in module at line 258: Permission Denied,192.168.110.20
4106,22-Oct-2024 07:00:00,System Crash,Low,,prod,,,Error in module at line 42: Authentication Failure,
4711,INVALID_TIME,Memory Leak,Critical,,PRODUCTION,USR-7135,-1,Error in module at line 19: File Not Found,10.0.219.77
3784,14-Jul-2024 12:16:00,Performance Degradation,Medium,notification-service,dev,USR-2812,0,Error in module at line 203: Performance Degradation,192.168.166.140
4093,2024-04-04 17:22:00,Database Connection Error,P4,notification-service,DEV,2569,-1,Error in module at line 68: Memory Leak,INVALID_IP
671,06/14/2024 15:18,Performance Degradation,med,api-gateway,stg,UNKNOWN,,Error in module at line 62: System Crash,INVALID_IP
2058,1727171940.0,Authentication Failure,Low,file-storage,staging,USR-7108,4166,Error in module at line 266: System Crash,
902,1715259840.0,API Timeout,High,auth-service,Staging,UNKNOWN,,Error in module at line 190: File Not Found,INVALID_IP
17,08-Nov-2024 16:46:00,File Not Found,P1,user-dashboard,development,USR-3292,,Error in module at line 345: Database Connection Error,192.168.69.92
2733,1728746100.0,API Timeout,P4,auth-service,production,,-1,Error in module at line 99: System Crash,10.0.92.2
4832,1707282900.0,Authentication Failure,CRITICAL,,,6798,-1,Error in module at line 179: Memory Leak,0.0.0.0
456,10/19/2024 07:07,Performance Degradation,Critical,,dev,3977,0,Error in module at line 150: UI Glitch,
3805,10/18/2024 02:09,System Crash,Low,user-dashboard,stg,UNKNOWN,0,Error in module at line 373: API Timeout,192.168.117.215
3668,12/10/2024 11:56,Database Connection Error,P3,api-gateway,,,-1,Error in module at line 67: Network Timeout,10.0.191.28
2369,01/18/2024 19:11,API Timeout,P1,,DEV,,4124.19,Error in module at line 309: API Timeout,0.0.0.0
499,22-Jun-2024 00:38:00,UI Glitch,P1,,dev,,1443,Error in module at line 182: Memory Leak,0.0.0.0
4546,2024-04-21 18:15:00,File Not Found,high,database-manager,production,8155,4404.47,Error in module at line 239: Permission Denied,10.0.191.86
3126,18-Sep-2024 08:39:00,Performance Degradation,med,,DEV,,2923.97,Error in module at line 301: Memory Leak,10.0.80.141
2153,07/27/2024 16:51,File Not Found,P1,,dev,7836,N/A,Error in module at line 471: System Crash,0.0.0.0
1781,1733582940.0,Database Connection Error,P3,database-manager,prod,3821,278,Error in module at line 314: Memory Leak,192.168.107.170
1251,01/12/2024 21:50,File Not Found,med,api-gateway,,USR-5557,2351,Error in module at line 457: File Not Found,
1859,01-Sep-2024 10:23:00,Memory Leak,med,api-gateway,prod,UNKNOWN,4968,Error in module at line 315: Permission Denied,0.0.0.0
3142,19-Jun-2024 19:18:00,System Crash,high,user-dashboard,,,-1,Error in module at line 378: Permission Denied,INVALID_IP
3866,12-Apr-2024 04:54:00,System Crash,,,DEV,4061,-1,Error in module at line 442: Network Timeout,0.0.0.0
2740,,API Timeout,Critical,api-gateway,,,,Error in module at line 275: Performance Degradation,10.0.159.207
1025,2024-09-23 01:15:00,API Timeout,P3,auth-service,PRODUCTION,6340,1970.41,Error in module at line 2: UI Glitch,
3510,12/22/2024 15:30,Performance Degradation,CRITICAL,,production,,-1,Error in module at line 338: File Not Found,INVALID_IP
316,05/25/2024 20:58,Performance Degradation,Medium,auth-service,stg,3004,,Error in module at line 298: Network Timeout,10.0.51.139
271,1717459560.0,Database Connection Error,Medium,payment-gateway,stg,UNKNOWN,N/A,Error in module at line 138: System Crash,10.0.25.194
686,2024-12-01 16:30:00,File Not Found,med,database-manager,dev,,0,Error in module at line 231: Performance Degradation,
3145,2024-08-24 17:44:00,Performance Degradation,,auth-service,production,,0,Error in module at line 467: System Crash,
84,,Network Timeout,P4,user-dashboard,PRODUCTION,4711,99999,Error in module at line 434: Authentication Failure,0.0.0.0
3823,1712227740.0,System Crash,P1,notification-service,prod,1047,N/A,Error in module at line 324: Performance Degradation,192.168.180.108
3652,1714889580.0,Performance Degradation,Critical,notification-service,Staging,,99999,Error in module at line 11: Authentication Failure,0.0.0.0
4152,2024-03-18 13:58:00,Memory Leak,med,file-storage,development,,564.34,Error in module at line 423: Authentication Failure,192.168.122.38
1792,08/29/2024 03:22,Permission Denied,P2,,development,,N/A,Error in module at line 320: Database Connection Error,192.168.0.81
2430,05/22/2024 06:20,Network Timeout,Low,,prod,6784,99999,Error in module at line 418: API Timeout,192.168.201.163
3445,,API Timeout,Critical,file-storage,dev,3217,99999,Error in module at line 101: Network Timeout,10.0.33.106
3571,04/09/2024 21:37,Database Connection Error,LOW,payment-gateway,stg,3463,-1,Error in module at line 97: Network Timeout,0.0.0.0
2066,2024-07-09 02:22:00,Authentication Failure,Low,user-dashboard,,,4783.48,Error in module at line 385: UI Glitch,INVALID_IP
817,2024-03-03 19:37:00,System Crash,P1,database-manager,PRODUCTION,,0,Error in module at line 291: Performance Degradation,
3678,2024-04-02 15:05:00,System Crash,high,user-dashboard,,,366,Error in module at line 399: API Timeout,0.0.0.0
2963,2024-06-12 13:48:00,UI Glitch,Critical,database-manager,development,3194,4160.39,Error in module at line 73: Memory Leak,
2983,1717375080.0,System Crash,,,,,2397,Error in module at line 97: Database Connection Error,10.0.254.120
2054,11/11/2024 10:04,Memory Leak,P4,notification-service,production,6488,2370,Error in module at line 347: Authentication Failure,192.168.228.157
3684,03/25/2024 01:22,Permission Denied,P3,user-dashboard,dev,USR-1018,3031,Error in module at line 221: UI Glitch,INVALID_IP
3694,10-May-2024 04:05:00,API Timeout,P1,file-storage,prod,,4241.31,Error in module at line 466: Performance Degradation,192.168.54.135
1600,22-Feb-2024 19:50:00,Permission Denied,,database-manager,dev,,N/A,Error in module at line 125: System Crash,0.0.0.0
896,2024-10-13 19:11:00,Permission Denied,Low,database-manager,dev,,0,Error in module at line 394: Authentication Failure,0.0.0.0
3331,,Database Connection Error,high,notification-service,production,5367,1291.74,Error in module at line 84: Database Connection Error,192.168.188.126
1660,,Database Connection Error,CRITICAL,,development,,809,Error in module at line 72: Performance Degradation,192.168.79.138
476,1713239580.0,Database Connection Error,Low,database-manager,prod,,,Error in module at line 78: File Not Found,0.0.0.0
3993,,API Timeout,CRITICAL,file-storage,production,8139,-1,Error in module at line 329: API Timeout,0.0.0.0
1606,2024-05-19 05:50:00,Authentication Failure,P1,file-storage,production,UNKNOWN,99999,Error in module at line 75: File Not Found,0.0.0.0
1532,23-Apr-2024 17:20:00,File Not Found,Medium,user-dashboard,prod,3492,-1,Error in module at line 487: Performance Degradation,0.0.0.0
15,04/25/2024 00:31,System Crash,P4,,dev,USR-9589,99999,Error in module at line 397: Database Connection Error,192.168.232.86
4729,2024-05-04 20:01:00,Network Timeout,,database-manager,staging,,1303,Error in module at line 487: Performance Degradation,192.168.158.76
1104,2024-07-22 12:30:00,Performance Degradation,P2,payment-gateway,prod,UNKNOWN,3761,Error in module at line 277: Performance Degradation,
1188,2024-06-09 18:17:00,Database Connection Error,CRITICAL,notification-service,dev,,99999,Error in module at line 338: API Timeout,192.168.117.200
2840,,Network Timeout,LOW,,development,USR-4850,N/A,Error in module at line 419: Memory Leak,
4538,1727501100.0,UI Glitch,Medium,auth-service,production,,,Error in module at line 162: UI Glitch,INVALID_IP
4224,2024-11-20 06:09:00,API Timeout,High,api-gateway,development,,0,Error in module at line 432: Permission Denied,10.0.26.190
2298,,Network Timeout,P1,user-dashboard,staging,8334,0,Error in module at line 90: Performance Degradation,0.0.0.0
146,2024-12-28 14:27:00,Authentication Failure,high,auth-service,dev,8459,,Error in module at line 219: Performance Degradation,
319,,File Not Found,Critical,payment-gateway,dev,5541,,Error in module at line 449: UI Glitch,10.0.94.11
3433,01/19/2024 11:17,Authentication Failure,Low,user-dashboard,,USR-7192,295,Error in module at line 487: System Crash,
3457,1727493120.0,Memory Leak,P2,,DEV,UNKNOWN,2493.71,Error in module at line 282: Database Connection Error,INVALID_IP
3765,1715983800.0,Network Timeout,Low,,dev,,,Error in module at line 316: Memory Leak,0.0.0.0
2838,1724386140.0,Authentication Failure,P4,notification-service,Staging,UNKNOWN,2381.19,Error in module at line 399: System Crash,INVALID_IP
2218,,Performance Degradation,P3,,staging,,480,Error in module at line 301: Network Timeout,10.0.23.117
4570,1735078500.0,System Crash,Low,user-dashboard,development,USR-1312,-1,Error in module at line 251: System Crash,INVALID_IP
2092,1713279600.0,File Not Found,Medium,file-storage,,,-1,Error in module at line 248: Performance Degradation,0.0.0.0
1068,11/05/2024 07:23,Permission Denied,Critical,payment-gateway,PRODUCTION,USR-7319,-1,Error in module at line 192: Memory Leak,
2,,Authentication Failure,P4,file-storage,,,-1,Error in module at line 242: System Crash,192.168.120.214
1643,2024-01-06 12:43:00,File Not Found,,user-dashboard,stg,USR-1659,,Error in module at line 291: Database Connection Error,INVALID_IP
428,2024-03-23 19:18:00,Permission Denied,Medium,payment-gateway,production,USR-4645,99999,Error in module at line 492: Network Timeout,192.168.169.21
4542,2024-03-07 08:07:00,Permission Denied,med,payment-gateway,Staging,8247,N/A,Error in module at line 442: Performance Degradation,192.168.191.28
4030,2024-12-04 17:36:00,Database Connection Error,,file-storage,staging,,N/A,Error in module at line 304: API Timeout,INVALID_IP
3334,2024-03-01 19:39:00,Permission Denied,med,api-gateway,staging,UNKNOWN,4459,Error in module at line 224: Database Connection Error,192.168.49.50
498,,Database Connection Error,LOW,notification-service,PRODUCTION,1676,-1,Error in module at line 174: System Crash,10.0.11.209
2849,1729044300.0,Network Timeout,P4,notification-service,DEV,UNKNOWN,4559.41,Error in module at line 201: Database Connection Error,0.0.0.0
3659,02/20/2024 18:04,API Timeout,LOW,file-storage,DEV,5978,99999,Error in module at line 21: Permission Denied,0.0.0.0
547,2024-05-27 03:20:00,Database Connection Error,High,payment-gateway,Staging,UNKNOWN,N/A,Error in module at line 454: API Timeout,0.0.0.0
2335,2024-09-29 05:27:00,Permission Denied,high,database-manager,dev,,-1,Error in module at line 170: API Timeout,192.168.135.138
1987,2024-01-09 07:30:00,API Timeout,Low,notification-service,,,,Error in module at line 286: Authentication Failure,10.0.22.63
3818,,API Timeout,Critical,user-dashboard,PRODUCTION,UNKNOWN,,Error in module at line 424: System Crash,10.0.135.78
331,15-Aug-2024 13:12:00,Network Timeout,P2,,production,USR-7556,0,Error in module at line 441: File Not Found,
2932,1726048680.0,Performance Degradation,Medium,,DEV,,1121.79,Error in module at line 290: API Timeout,0.0.0.0
3019,2024-01-16 22:55:00,Permission Denied,,api-gateway,staging,USR-8635,0,Error in module at line 283: API Timeout,10.0.13.26
2986,10/01/2024 21:06,Network Timeout,High,file-storage,stg,USR-4334,3849.67,Error in module at line 470: Network Timeout,
404,08/28/2024 16:53,API Timeout,med,file-storage,staging,,0,Error in module at line 332: System Crash,INVALID_IP
3639,INVALID_TIME,API Timeout,Low,database-manager,development,5226,1442.28,Error in module at line 339: Performance Degradation,10.0.143.194
4823,1725736500.0,Performance Degradation,Medium,auth-service,DEV,,0,Error in module at line 161: File Not Found,0.0.0.0
4891,2024-09-05 13:47:00,Network Timeout,P2,,DEV,,188.99,Error in module at line 146: System Crash,0.0.0.0
183,1715048820.0,Memory Leak,LOW,user-dashboard,PRODUCTION,,-1,Error in module at line 430: System Crash,10.0.198.235
2286,2024-10-15 02:40:00,Performance Degradation,P3,user-dashboard,staging,,1552,Error in module at line 97: Network Timeout,10.0.240.106
601,,Database Connection Error,P3,user-dashboard,PRODUCTION,USR-7485,1726.64,Error in module at line 257: Network Timeout,10.0.194.13
4685,08/20/2024 02:40,Memory Leak,P4,api-gateway,stg,,-1,Error in module at line 25: Database Connection Error,
3559,,Memory Leak,Low,database-manager,prod,,N/A,Error in module at line 62: Permission Denied,
4840,,API Timeout,P2,user-dashboard,development,,-1,Error in module at line 449: Authentication Failure,192.168.69.142
4045,14-Apr-2024 13:26:00,System Crash,Critical,api-gateway,prod,4638,N/A,Error in module at line 232: UI Glitch,192.168.227.9
1011,16-Nov-2024 06:09:00,UI Glitch,med,,prod,UNKNOWN,N/A,Error in module at line 48: Performance Degradation,0.0.0.0
3135,04/22/2024 04:33,Memory Leak,P1,file-storage,staging,UNKNOWN,3213,Error in module at line 152: Memory Leak,192.168.110.196
2082,03-Dec-2024 04:04:00,Network Timeout,high,notification-service,prod,UNKNOWN,N/A,Error in module at line 92: Performance Degradation,0.0.0.0
3365,03/24/2024 16:44,UI Glitch,med,notification-service,dev,UNKNOWN,99999,Error in module at line 124: Performance Degradation,INVALID_IP
2746,2024-03-04 06:59:00,Network Timeout,P4,notification-service,dev,,99999,Error in module at line 38: API Timeout,INVALID_IP
918,,Permission Denied,CRITICAL,notification-service,,UNKNOWN,,Error in module at line 142: Network Timeout,
2661,1721064480.0,Network Timeout,P4,notification-service,PRODUCTION,,99999,Error in module at line 327: Network Timeout,0.0.0.0
4194,08-Nov-2024 07:52:00,UI Glitch,P3,database-manager,PRODUCTION,UNKNOWN,99999,Error in module at line 407: API Timeout,
4736,08-Jun-2024 19:51:00,UI Glitch,LOW,api-gateway,prod,,N/A,Error in module at line 438: UI Glitch,
4981,1728441180.0,Authentication Failure,Low,,stg,9824,N/A,Error in module at line 119: Network Timeout,10.0.231.162
4750,,Memory Leak,High,file-storage,production,,4443.59,Error in module at line 327: Network Timeout,
792,2024-12-11 05:36:00,File Not Found,High,,Staging,,N/A,Error in module at line 391: Permission Denied,0.0.0.0
4491,03/25/2024 18:12,Database Connection Error,,notification-service,DEV,8272,159.18,Error in module at line 229: Memory Leak,INVALID_IP
3313,09/30/2024 15:54,System Crash,P3,database-manager,Staging,8290,,Error in module at line 420: File Not Found,INVALID_IP
2292,08/09/2024 16:17,API Timeout,CRITICAL,auth-service,staging,,141.87,Error in module at line 469: Permission Denied,
189,,Authentication Failure,,database-manager,PRODUCTION,,N/A,Error in module at line 234: Network Timeout,0.0.0.0
1375,1726746540.0,File Not Found,P3,user-dashboard,dev,UNKNOWN,99999,Error in module at line 207: File Not Found,0.0.0.0
2819,2024-12-17 11:34:00,File Not Found,P1,payment-gateway,production,,,Error in module at line 296: UI Glitch,10.0.180.241
3593,2024-03-15 11:14:00,Performance Degradation,,notification-service,staging,,,Error in module at line 157: System Crash,10.0.49.69
4673,1724189220.0,Permission Denied,,notification-service,development,,4564,Error in module at line 411: Authentication Failure,
2720,28-Jun-2024 03:32:00,UI Glitch,P3,database-manager,,USR-7457,3061,Error in module at line 244: Authentication Failure,
2984,,UI Glitch,P3,,development,UNKNOWN,-1,Error in module at line 370: Authentication Failure,INVALID_IP
3606,,API Timeout,High,payment-gateway,development,,-1,Error in module at line 206: Memory Leak,192.168.105.63
3106,1731457980.0,Network Timeout,Low,api-gateway,development,1614,0,Error in module at line 26: UI Glitch,0.0.0.0
