ticket_id,customer_id,order_id,issue_type,description,priority,status,created_date,resolved_date,agent
482,1093,6168,Billing,Wrong item received,Low,Open,2024-04-08 00:00:00,2024-04-19 00:00:00,Agent_Smith
483,2777,6302,Billing,Cannot login to account,Medium,Resolved,2023-09-16 00:00:00,2023-09-17 00:00:00,Unassigned
484,1534,3514,Product Defect,Want to return product,Low,Closed,2023-10-23 00:00:00,2023-11-06 00:00:00,Agent_Smith
485,36,3009,Return,,Medium,Closed,2024-03-17 00:00:00,2024-03-31 00:00:00,Agent_Smith
486,590,5640,Account,Want to return product,Low,Unknown,2024-02-07 00:00:00,2024-02-16 00:00:00,Unassigned
487,1316,6507,Billing,,Low,In Progress,2024-02-05 00:00:00,2024-02-05 00:00:00,Agent_Smith
488,1585,3802,Return,App crashing on checkout,Medium,In Progress,2023-04-24 00:00:00,2023-05-02 00:00:00,Unassigned
489,1141,2733,Return,App crashing on checkout,Medium,Unknown,2024-11-04 00:00:00,2024-11-04 00:00:00,Unassigned
490,74,3239,Account,Cannot login to account,Low,Resolved,2023-08-31 00:00:00,,Unassigned
491,2072,3015,Billing,Cannot login to account,High,In Progress,2024-03-25 00:00:00,2024-04-01 00:00:00,Unassigned
492,506,2662,Product Defect,App crashing on checkout,High,In Progress,2024-07-30 00:00:00,2024-08-03 00:00:00,Agent_Brown
493,2476,457,Return,App crashing on checkout,High,Open,2024-11-05 00:00:00,2024-11-10 00:00:00,Unassigned
494,2953,5728,Unknown,Wrong item received,Low,Unknown,2023-05-05 00:00:00,2023-05-07 00:00:00,Agent_Brown
495,2849,7863,Delivery,,Low,Closed,2024-11-14 00:00:00,2024-11-26 00:00:00,Unassigned
496,906,7781,Billing,Want to return product,Low,In Progress,2024-02-07 00:00:00,,Agent_Jones
497,62,7746,Product Defect,Want to return product,Medium,Open,2023-09-07 00:00:00,,Agent_Brown
498,2132,3656,Product Defect,Want to return product,Unknown,Resolved,2023-08-25 00:00:00,2023-08-29 00:00:00,Agent_Jones
499,485,842,Delivery,Want to return product,High,Closed,2024-06-07 00:00:00,2024-06-14 00:00:00,Agent_Jones
500,1265,3234,Delivery,,High,In Progress,2024-02-02 00:00:00,2024-02-11 00:00:00,Unassigned
501,2415,5226,Delivery,,High,Closed,2023-03-24 00:00:00,2023-03-24 00:00:00,Agent_Jones
502,988,1974,Product Defect,Wrong item received,Medium,Closed,2024-05-04 00:00:00,2024-05-05 00:00:00,Unassigned
503,371,764,Billing,App crashing on checkout,Low,Closed,2023-05-13 00:00:00,,Agent_Smith
504,1683,5288,Unknown,Wrong item received,Medium,Closed,2024-11-17 00:00:00,,Agent_Smith
505,1310,5506,Return,Product arrived damaged,Low,Open,2023-05-16 00:00:00,,Unassigned
506,283,7469,Unknown,App crashing on checkout,Low,In Progress,2024-09-21 00:00:00,2024-10-03 00:00:00,Agent_Jones
507,2263,1902,Billing,App crashing on checkout,Low,Open,2023-06-02 00:00:00,,Unassigned
508,501,6449,Product Defect,App crashing on checkout,High,In Progress,2024-03-16 00:00:00,,Unassigned
509,1542,7021,Return,Want to return product,High,Resolved,2023-03-26 00:00:00,2023-03-31 00:00:00,Unassigned
510,2346,7400,Delivery,Cannot login to account,High,Open,2024-02-16 00:00:00,,Agent_Jones
511,2029,1864,Billing,Cannot login to account,Medium,Open,2024-08-08 00:00:00,2024-08-19 00:00:00,Unassigned
512,152,4176,Product Defect,Product arrived damaged,Low,In Progress,2024-01-27 00:00:00,2024-02-03 00:00:00,Agent_Smith
513,1152,3483,Delivery,Cannot login to account,Medium,Resolved,2024-11-25 00:00:00,,Agent_Jones
514,165,1170,Delivery,Want to return product,Medium,In Progress,2024-07-05 00:00:00,2024-07-13 00:00:00,Agent_Smith
515,221,1666,Billing,Want to return product,Low,Resolved,2023-08-13 00:00:00,2023-08-21 00:00:00,Unassigned
516,228,3831,Return,App crashing on checkout,Low,Closed,2024-05-01 00:00:00,,Agent_Smith
517,444,673,Unknown,Cannot login to account,High,Resolved,2023-10-25 00:00:00,2023-11-02 00:00:00,Unassigned
518,2927,969,Billing,Want to return product,Low,Open,2023-12-26 00:00:00,2024-01-03 00:00:00,Agent_Jones
519,2279,2200,Delivery,,Medium,In Progress,2024-06-03 00:00:00,2024-06-10 00:00:00,Agent_Smith
520,1064,5197,Return,Charged twice for order,Low,Open,2023-03-05 00:00:00,,Unassigned
521,427,927,Product Defect,Product arrived damaged,High,Closed,2023-09-14 00:00:00,,Unassigned
522,2330,1391,Technical,Want to return product,Medium,Unknown,2024-11-06 00:00:00,2024-11-18 00:00:00,Unassigned
523,17,2796,Delivery,,Medium,Open,2023-04-10 00:00:00,2023-04-20 00:00:00,Agent_Brown
524,2324,5461,Delivery,,Low,In Progress,2023-10-01 00:00:00,2023-10-11 00:00:00,Agent_Smith
525,2908,6267,Delivery,Cannot login to account,High,Closed,2023-07-03 00:00:00,2023-07-05 00:00:00,Agent_Smith
526,1446,3621,Unknown,Charged twice for order,Unknown,Resolved,2024-08-19 00:00:00,2024-08-21 00:00:00,Unassigned
527,1772,1155,Account,Product arrived damaged,Medium,Resolved,2024-12-28 00:00:00,2025-01-09 00:00:00,Unassigned
528,1675,472,Delivery,Product arrived damaged,Medium,In Progress,2024-06-19 00:00:00,2024-06-28 00:00:00,Agent_Jones
529,981,7546,Product Defect,Product arrived damaged,High,Open,2024-10-13 00:00:00,,Agent_Brown
530,950,2667,Product Defect,,Low,Closed,2024-07-10 00:00:00,2024-07-19 00:00:00,Unassigned
531,2306,830,Return,Charged twice for order,Medium,Resolved,2023-05-09 00:00:00,2023-05-11 00:00:00,Unassigned
532,407,4280,Billing,App crashing on checkout,Low,Unknown,2024-07-13 00:00:00,2024-07-15 00:00:00,Unassigned
533,1929,5325,Technical,Product arrived damaged,Low,Open,2023-08-29 00:00:00,2023-09-02 00:00:00,Agent_Smith
534,2178,5433,Delivery,Product arrived damaged,High,Open,2024-04-05 00:00:00,,Unassigned
535,1557,577,Delivery,,High,Resolved,2023-07-23 00:00:00,2023-07-25 00:00:00,Agent_Brown
536,2131,3670,Return,,Unknown,Open,2024-04-11 00:00:00,,Unassigned
537,803,3033,Billing,App crashing on checkout,Low,Closed,2023-12-07 00:00:00,,Agent_Smith
538,780,2689,Return,,Unknown,Closed,2024-06-19 00:00:00,2024-06-21 00:00:00,Unassigned
539,1456,3080,Return,App crashing on checkout,Unknown,Closed,2023-10-19 00:00:00,2023-10-23 00:00:00,Agent_Brown
540,411,2554,Unknown,Charged twice for order,High,Unknown,2024-08-23 00:00:00,,Unassigned
541,1541,6425,Billing,Want to return product,Low,In Progress,2024-11-27 00:00:00,,Unassigned
542,1172,2347,Return,,Medium,Unknown,2024-01-14 00:00:00,2024-01-25 00:00:00,Unassigned
543,1187,4573,Account,Cannot login to account,High,Closed,2024-08-24 00:00:00,2024-09-07 00:00:00,Agent_Smith
544,535,7963,Technical,Wrong item received,High,Resolved,2023-05-03 00:00:00,2023-05-16 00:00:00,Agent_Smith
545,1216,6844,Billing,Charged twice for order,Medium,Open,2024-06-21 00:00:00,2024-07-04 00:00:00,Agent_Jones
546,1719,2643,Billing,Product arrived damaged,Low,Unknown,2023-10-02 00:00:00,2023-10-13 00:00:00,Agent_Brown
547,2686,1401,Account,,High,Open,2023-11-09 00:00:00,,Unassigned
548,2795,5609,Technical,Charged twice for order,Low,Open,2023-04-26 00:00:00,2023-04-29 00:00:00,Agent_Jones
549,1590,949,Account,Want to return product,Medium,Open,2024-05-22 00:00:00,2024-05-30 00:00:00,Agent_Smith
550,2184,6491,Account,,Unknown,Open,2023-01-22 00:00:00,,Unassigned
551,1209,7015,Return,Cannot login to account,High,In Progress,2023-08-26 00:00:00,2023-09-03 00:00:00,Agent_Brown
552,1400,4548,Product Defect,Charged twice for order,Low,Resolved,2023-04-02 00:00:00,,Agent_Smith
553,2663,23,Delivery,Cannot login to account,High,Resolved,2023-02-20 00:00:00,2023-02-26 00:00:00,Agent_Jones
554,786,3058,Delivery,Product arrived damaged,Low,Resolved,2023-06-08 00:00:00,2023-06-13 00:00:00,Agent_Brown
555,2114,811,Delivery,Want to return product,High,Closed,2023-09-08 00:00:00,2023-09-16 00:00:00,Agent_Jones
556,1107,1118,Product Defect,,Low,Closed,2024-12-24 00:00:00,2024-12-29 00:00:00,Agent_Smith
557,2205,2782,Return,,Low,Open,2023-12-28 00:00:00,2024-01-11 00:00:00,Agent_Jones
558,1408,1017,Unknown,Want to return product,Medium,Open,2023-03-05 00:00:00,2023-03-12 00:00:00,Agent_Brown
559,1196,1801,Product Defect,Wrong item received,Medium,Closed,2024-11-05 00:00:00,2024-11-06 00:00:00,Agent_Smith
560,639,861,Delivery,App crashing on checkout,Medium,Unknown,2023-09-20 00:00:00,2023-09-28 00:00:00,Unassigned
561,549,2882,Return,,High,Resolved,2023-02-25 00:00:00,2023-02-27 00:00:00,Agent_Jones
562,1856,6995,Product Defect,,Low,Closed,2024-08-14 00:00:00,2024-08-26 00:00:00,Unassigned
563,268,6180,Technical,Product arrived damaged,Medium,Closed,2024-01-18 00:00:00,,Agent_Smith
564,1324,5509,Product Defect,Want to return product,Medium,Closed,2024-08-03 00:00:00,2024-08-15 00:00:00,Agent_Brown
565,2367,1504,Unknown,,Low,Resolved,2024-12-06 00:00:00,2024-12-20 00:00:00,Unassigned
566,2645,7659,Account,Charged twice for order,High,Unknown,2024-08-17 00:00:00,2024-08-21 00:00:00,Unassigned
567,2777,5201,Product Defect,Wrong item received,High,In Progress,2024-03-09 00:00:00,,Agent_Smith
568,1517,3958,Billing,Charged twice for order,Low,Open,2023-05-23 00:00:00,2023-05-26 00:00:00,Agent_Smith
569,2795,6661,Delivery,Want to return product,High,Resolved,2023-10-12 00:00:00,2023-10-19 00:00:00,Agent_Smith
570,105,132,Technical,Product arrived damaged,Medium,In Progress,2024-10-11 00:00:00,2024-10-16 00:00:00,Agent_Jones
571,2616,2425,Technical,Wrong item received,Low,Resolved,2024-06-13 00:00:00,2024-06-19 00:00:00,Unassigned
572,2162,2411,Return,Want to return product,Low,Resolved,2023-08-13 00:00:00,2023-08-16 00:00:00,Agent_Smith
573,857,6887,Billing,Wrong item received,Medium,Closed,2023-04-02 00:00:00,,Agent_Smith
574,1341,208,Technical,Product arrived damaged,Medium,Open,2024-09-29 00:00:00,,Unassigned
575,1606,3839,Delivery,App crashing on checkout,Medium,In Progress,2024-08-03 00:00:00,2024-08-17 00:00:00,Unassigned
576,2249,7942,Return,Wrong item received,Medium,In Progress,2023-11-28 00:00:00,2023-12-03 00:00:00,Unassigned
577,124,5845,Delivery,Product arrived damaged,Unknown,Closed,2023-08-07 00:00:00,,Unassigned
578,873,3692,Account,Charged twice for order,High,Resolved,2024-02-25 00:00:00,2024-03-06 00:00:00,Unassigned
579,162,199,Return,Charged twice for order,Unknown,Resolved,2023-10-31 00:00:00,2023-11-08 00:00:00,Unassigned
580,275,6702,Product Defect,Want to return product,Unknown,In Progress,2024-06-15 00:00:00,,Unassigned
581,752,1087,Technical,,Medium,Open,2024-06-07 00:00:00,2024-06-21 00:00:00,Unassigned
582,2145,7421,Billing,,Medium,Open,2024-06-01 00:00:00,,Unassigned
583,2279,4579,Product Defect,App crashing on checkout,High,Resolved,2024-10-18 00:00:00,,Unassigned
584,455,1520,Billing,App crashing on checkout,High,Open,2023-12-22 00:00:00,2024-01-03 00:00:00,Unassigned
585,2890,3159,Account,,High,Resolved,2024-10-24 00:00:00,2024-11-07 00:00:00,Agent_Smith
586,368,6306,Return,Want to return product,High,Resolved,2023-05-09 00:00:00,2023-05-12 00:00:00,Unassigned
587,2882,6168,Billing,,High,Closed,2024-10-02 00:00:00,2024-10-13 00:00:00,Unassigned
588,1722,3992,Technical,Charged twice for order,Medium,Closed,2024-08-24 00:00:00,2024-09-06 00:00:00,Agent_Jones
589,2479,7973,Unknown,Product arrived damaged,Medium,Unknown,2024-10-15 00:00:00,,Unassigned
590,2571,3052,Return,,Low,Resolved,2023-07-27 00:00:00,2023-08-09 00:00:00,Unassigned
591,1104,2794,Delivery,Want to return product,Unknown,In Progress,2023-10-26 00:00:00,2023-11-03 00:00:00,Agent_Brown
592,2199,6208,Return,Product arrived damaged,Low,Open,2023-05-26 00:00:00,2023-06-05 00:00:00,Agent_Brown
593,2596,593,Product Defect,Want to return product,Medium,In Progress,2024-06-07 00:00:00,2024-06-19 00:00:00,Unassigned
594,31,1921,Account,,High,In Progress,2024-11-27 00:00:00,2024-12-02 00:00:00,Agent_Jones
595,1066,7374,Billing,Product arrived damaged,Low,Closed,2024-08-22 00:00:00,,Agent_Brown
596,1021,696,Billing,,Medium,Open,2024-12-30 00:00:00,,Agent_Smith
597,1075,3454,Delivery,Product arrived damaged,Medium,In Progress,2024-09-05 00:00:00,2024-09-15 00:00:00,Agent_Brown
598,2837,4744,Return,Wrong item received,Low,Resolved,2023-01-17 00:00:00,2023-01-17 00:00:00,Unassigned
599,1910,3961,Billing,Product arrived damaged,Medium,Closed,2024-08-23 00:00:00,2024-08-24 00:00:00,Agent_Brown
600,1573,6292,Return,App crashing on checkout,Low,Closed,2024-04-15 00:00:00,2024-04-22 00:00:00,Unassigned
601,2309,1284,Product Defect,,Medium,Open,2024-10-01 00:00:00,2024-10-02 00:00:00,Unassigned
602,2136,3140,Unknown,App crashing on checkout,Medium,Unknown,2023-01-29 00:00:00,,Agent_Brown
603,2054,6010,Product Defect,,Unknown,Closed,2023-12-26 00:00:00,2024-01-02 00:00:00,Agent_Jones
604,2788,2722,Product Defect,Product arrived damaged,High,Closed,2023-03-30 00:00:00,,Agent_Smith
605,798,4842,Billing,Want to return product,Low,In Progress,2023-05-02 00:00:00,,Unassigned
606,1138,7181,Technical,Cannot login to account,High,Unknown,2024-08-19 00:00:00,,Unassigned
607,998,4431,Product Defect,,High,Closed,2023-04-15 00:00:00,2023-04-26 00:00:00,Unassigned
608,1194,893,Account,Product arrived damaged,High,Unknown,2024-08-17 00:00:00,2024-08-21 00:00:00,Agent_Brown
609,1482,5305,Account,App crashing on checkout,High,Closed,2023-03-30 00:00:00,2023-04-12 00:00:00,Unassigned
610,564,1721,Account,,High,Open,2024-01-31 00:00:00,,Agent_Smith
611,2192,6333,Account,,Low,In Progress,2023-02-09 00:00:00,2023-02-13 00:00:00,Agent_Brown
612,2330,7128,Product Defect,Want to return product,Medium,Open,2024-12-07 00:00:00,,Agent_Brown
613,2731,4357,Billing,Cannot login to account,Medium,Closed,2023-03-14 00:00:00,2023-03-28 00:00:00,Agent_Brown
614,766,7720,Technical,,Medium,Closed,2023-05-30 00:00:00,2023-06-13 00:00:00,Agent_Smith
615,1201,5810,Billing,Product arrived damaged,Low,Open,2024-04-22 00:00:00,,Agent_Brown
616,1932,4340,Return,,High,Open,2023-12-21 00:00:00,2023-12-26 00:00:00,Unassigned
617,893,4194,Billing,,Low,Resolved,2023-01-22 00:00:00,2023-02-01 00:00:00,Unassigned
618,2537,1419,Delivery,Want to return product,Medium,Unknown,2023-04-14 00:00:00,2023-04-18 00:00:00,Unassigned
619,142,1741,Product Defect,Charged twice for order,High,Open,2024-01-22 00:00:00,2024-02-01 00:00:00,Unassigned
620,1089,7520,Return,Wrong item received,Unknown,Open,2023-02-20 00:00:00,2023-02-20 00:00:00,Unassigned
621,2864,3342,Product Defect,,High,Open,2024-10-12 00:00:00,,Unassigned
622,2348,3377,Unknown,Charged twice for order,High,Resolved,2023-02-05 00:00:00,,Agent_Smith
623,1555,6168,Technical,Wrong item received,Medium,Closed,2023-08-20 00:00:00,2023-08-24 00:00:00,Unassigned
624,196,7807,Billing,,Medium,In Progress,2024-11-18 00:00:00,,Agent_Smith
625,705,4496,Product Defect,Cannot login to account,High,Resolved,2023-03-13 00:00:00,,Unassigned
626,2877,6758,Billing,,Low,Resolved,2023-07-06 00:00:00,,Unassigned
627,1083,3940,Product Defect,Charged twice for order,Low,Resolved,2023-03-24 00:00:00,2023-03-31 00:00:00,Unassigned
628,743,383,Billing,Charged twice for order,Medium,In Progress,2023-04-18 00:00:00,2023-04-30 00:00:00,Agent_Smith
629,544,6621,Billing,Wrong item received,Low,Unknown,2024-07-16 00:00:00,,Agent_Smith
630,241,3647,Product Defect,Want to return product,High,Open,2023-10-02 00:00:00,2023-10-07 00:00:00,Unassigned
631,90,7395,Delivery,Product arrived damaged,High,Unknown,2024-11-23 00:00:00,,Agent_Smith
632,786,7928,Delivery,Want to return product,Medium,Unknown,2024-08-02 00:00:00,,Agent_Jones
633,2954,7723,Technical,,Medium,Closed,2024-02-28 00:00:00,2024-02-29 00:00:00,Unassigned
634,1997,6581,Return,Charged twice for order,High,Open,2023-01-05 00:00:00,,Unassigned
635,1944,1128,Product Defect,,Medium,Open,2024-05-27 00:00:00,,Agent_Brown
636,2054,1898,Delivery,,Low,Open,2023-01-22 00:00:00,,Unassigned
637,7,7770,Technical,Wrong item received,High,In Progress,2024-08-24 00:00:00,,Unassigned
638,2756,4622,Return,Cannot login to account,High,Unknown,2023-08-13 00:00:00,2023-08-22 00:00:00,Agent_Jones
639,2597,2467,Return,Wrong item received,Medium,Unknown,2024-10-25 00:00:00,,Agent_Smith
640,1762,3662,Return,Want to return product,Low,Open,2023-12-23 00:00:00,2023-12-26 00:00:00,Unassigned
641,1211,2200,Delivery,Product arrived damaged,Medium,In Progress,2023-02-06 00:00:00,2023-02-15 00:00:00,Agent_Smith
642,2867,3102,Return,,Low,Open,2024-06-13 00:00:00,2024-06-15 00:00:00,Agent_Smith
643,2713,327,Return,,Medium,Resolved,2024-11-11 00:00:00,2024-11-25 00:00:00,Agent_Jones
644,116,5538,Billing,Charged twice for order,Unknown,Open,2024-07-14 00:00:00,2024-07-15 00:00:00,Agent_Smith
645,2603,2578,Product Defect,Want to return product,High,Open,2024-03-09 00:00:00,,Agent_Jones
646,2609,2669,Account,,Low,Unknown,2023-09-25 00:00:00,2023-09-28 00:00:00,Unassigned
647,14,3024,Billing,App crashing on checkout,Medium,In Progress,2024-01-16 00:00:00,,Agent_Jones
648,1185,6291,Product Defect,Want to return product,Medium,In Progress,2024-10-13 00:00:00,2024-10-24 00:00:00,Unassigned
649,669,180,Account,Wrong item received,Medium,Closed,2023-03-28 00:00:00,2023-04-08 00:00:00,Unassigned
650,1053,6225,Product Defect,Want to return product,High,Open,2023-10-07 00:00:00,2023-10-21 00:00:00,Unassigned
651,209,2077,Billing,Wrong item received,Medium,Open,2024-07-19 00:00:00,2024-07-26 00:00:00,Agent_Jones
652,901,5058,Delivery,Wrong item received,Low,Closed,2023-06-07 00:00:00,2023-06-21 00:00:00,Agent_Smith
653,2322,1660,Delivery,,Medium,Closed,2023-02-24 00:00:00,2023-03-01 00:00:00,Agent_Jones
654,337,2738,Return,Cannot login to account,Medium,Open,2024-06-12 00:00:00,2024-06-21 00:00:00,Agent_Smith
655,2291,2513,Technical,Charged twice for order,Low,Open,2023-05-16 00:00:00,2023-05-30 00:00:00,Unassigned
656,1978,6197,Product Defect,,Unknown,Open,2024-08-04 00:00:00,2024-08-15 00:00:00,Unassigned
657,2102,3538,Billing,,Medium,Resolved,2023-04-28 00:00:00,2023-05-11 00:00:00,Agent_Smith
658,692,993,Product Defect,,Low,Resolved,2024-01-16 00:00:00,,Agent_Brown
659,2344,836,Delivery,,Medium,Open,2023-10-05 00:00:00,2023-10-09 00:00:00,Agent_Jones
660,678,7726,Technical,Charged twice for order,High,Open,2024-01-08 00:00:00,2024-01-22 00:00:00,Agent_Brown
661,600,5008,Delivery,,Medium,Open,2023-03-04 00:00:00,2023-03-15 00:00:00,Agent_Smith
662,914,3377,Billing,Want to return product,Medium,Closed,2024-11-05 00:00:00,2024-11-16 00:00:00,Unassigned
663,2457,7208,Technical,Charged twice for order,Medium,Resolved,2023-01-28 00:00:00,2023-02-09 00:00:00,Unassigned
664,1827,4251,Delivery,Want to return product,Low,Unknown,2023-08-14 00:00:00,2023-08-21 00:00:00,Unassigned
665,2811,557,Billing,App crashing on checkout,High,Open,2024-04-17 00:00:00,2024-04-19 00:00:00,Agent_Smith
666,2790,1643,Account,,Medium,In Progress,2023-12-17 00:00:00,2023-12-30 00:00:00,Unassigned
667,1192,4955,Billing,Cannot login to account,Medium,Open,2023-10-09 00:00:00,2023-10-16 00:00:00,Unassigned
668,2349,76,Account,,High,Open,2023-03-06 00:00:00,,Agent_Jones
669,2528,5370,Unknown,Wrong item received,Medium,In Progress,2023-02-03 00:00:00,,Agent_Smith
670,2237,5259,Technical,Wrong item received,Unknown,Open,2024-01-15 00:00:00,2024-01-26 00:00:00,Unassigned
671,1744,5344,Delivery,Charged twice for order,High,In Progress,2024-03-06 00:00:00,2024-03-06 00:00:00,Unassigned
672,1083,3686,Delivery,Product arrived damaged,Unknown,Unknown,2023-07-02 00:00:00,2023-07-11 00:00:00,Unassigned
673,1409,1553,Return,Want to return product,High,In Progress,2024-03-29 00:00:00,,Unassigned
674,2529,6506,Account,Want to return product,High,Open,2023-03-01 00:00:00,2023-03-11 00:00:00,Unassigned
675,2225,3339,Billing,Wrong item received,Low,Resolved,2024-03-11 00:00:00,2024-03-14 00:00:00,Unassigned
676,788,7838,Delivery,Cannot login to account,Medium,Open,2023-06-26 00:00:00,2023-07-01 00:00:00,Agent_Jones
677,2963,7741,Product Defect,,Medium,Open,2023-11-06 00:00:00,2023-11-10 00:00:00,Unassigned
678,1409,7041,Delivery,Charged twice for order,Medium,Resolved,2023-08-12 00:00:00,,Unassigned
679,661,5855,Billing,,High,In Progress,2023-04-06 00:00:00,2023-04-15 00:00:00,Agent_Smith
680,978,2212,Delivery,Want to return product,Low,In Progress,2024-03-25 00:00:00,2024-04-08 00:00:00,Agent_Brown
681,176,7525,Delivery,,High,Resolved,2024-09-03 00:00:00,2024-09-11 00:00:00,Unassigned
682,1768,4872,Delivery,Charged twice for order,High,Unknown,2023-03-28 00:00:00,2023-03-31 00:00:00,Agent_Brown
683,498,4913,Account,,Unknown,Closed,2024-07-02 00:00:00,,Unassigned
684,2249,832,Technical,Charged twice for order,Unknown,Open,2024-04-02 00:00:00,2024-04-02 00:00:00,Agent_Brown
685,1791,1078,Product Defect,Product arrived damaged,High,Resolved,2023-10-25 00:00:00,2023-10-31 00:00:00,Unassigned
686,916,1104,Unknown,Product arrived damaged,Unknown,In Progress,2023-02-05 00:00:00,2023-02-05 00:00:00,Agent_Smith
687,975,1743,Delivery,Want to return product,High,Open,2023-04-27 00:00:00,2023-05-09 00:00:00,Agent_Jones
688,46,786,Account,Cannot login to account,Medium,In Progress,2024-09-30 00:00:00,2024-10-08 00:00:00,Agent_Smith
689,662,1049,Delivery,Charged twice for order,Medium,Closed,2024-07-20 00:00:00,2024-08-03 00:00:00,Agent_Smith
690,1072,1528,Technical,Want to return product,Low,Resolved,2023-09-10 00:00:00,,Unassigned
691,472,6188,Delivery,Product arrived damaged,High,Open,2024-05-05 00:00:00,2024-05-08 00:00:00,Unassigned
692,2381,3944,Product Defect,Want to return product,High,Closed,2023-01-23 00:00:00,2023-02-06 00:00:00,Unassigned
693,1442,6312,Product Defect,App crashing on checkout,Medium,Resolved,2023-02-12 00:00:00,,Agent_Brown
694,2934,4592,Return,Cannot login to account,High,In Progress,2023-06-27 00:00:00,2023-07-11 00:00:00,Agent_Smith
695,303,5131,Delivery,Wrong item received,Medium,Closed,2023-07-10 00:00:00,2023-07-13 00:00:00,Agent_Smith
696,1837,855,Account,Cannot login to account,High,Closed,2023-05-24 00:00:00,,Agent_Smith
697,2963,7063,Account,Wrong item received,Medium,Open,2024-09-28 00:00:00,,Unassigned
698,2839,1541,Billing,Charged twice for order,Low,In Progress,2023-11-02 00:00:00,2023-11-12 00:00:00,Agent_Smith
699,2898,7706,Account,Charged twice for order,Medium,Open,2024-06-30 00:00:00,,Unassigned
700,2357,4542,Billing,Want to return product,Low,Open,2023-08-19 00:00:00,,Agent_Smith
701,217,6135,Delivery,Want to return product,High,Unknown,2023-08-09 00:00:00,2023-08-09 00:00:00,Agent_Jones
702,2647,4075,Unknown,,High,Closed,2024-07-19 00:00:00,2024-07-21 00:00:00,Agent_Brown
703,2771,1322,Unknown,Charged twice for order,High,Resolved,2024-01-02 00:00:00,2024-01-09 00:00:00,Agent_Brown
704,406,4063,Account,,Medium,Resolved,2024-07-21 00:00:00,2024-08-02 00:00:00,Unassigned
705,890,174,Product Defect,Product arrived damaged,Low,Resolved,2024-11-11 00:00:00,2024-11-11 00:00:00,Agent_Brown
706,2519,3093,Account,,Medium,Closed,2024-03-09 00:00:00,2024-03-13 00:00:00,Agent_Jones
707,1020,6268,Product Defect,Product arrived damaged,Low,Open,2024-01-04 00:00:00,2024-01-10 00:00:00,Agent_Smith
708,2519,1810,Delivery,Charged twice for order,High,In Progress,2023-12-26 00:00:00,2023-12-28 00:00:00,Unassigned
709,2914,803,Return,Cannot login to account,Low,Open,2024-05-05 00:00:00,2024-05-15 00:00:00,Unassigned
710,1419,257,Product Defect,,High,Open,2024-03-20 00:00:00,,Agent_Smith
711,1778,3356,Technical,Cannot login to account,High,Closed,2024-05-02 00:00:00,2024-05-09 00:00:00,Agent_Smith
712,1280,3634,Account,,Medium,In Progress,2024-06-20 00:00:00,,Agent_Smith
713,527,4697,Product Defect,Cannot login to account,High,Open,2024-08-09 00:00:00,2024-08-11 00:00:00,Agent_Jones
714,527,635,Product Defect,Product arrived damaged,High,In Progress,2024-01-18 00:00:00,2024-01-21 00:00:00,Agent_Jones
715,613,7049,Return,Product arrived damaged,Medium,Open,2024-06-23 00:00:00,2024-06-28 00:00:00,Unassigned
716,957,7589,Technical,Wrong item received,Medium,Resolved,2023-06-20 00:00:00,2023-06-24 00:00:00,Unassigned
717,1373,551,Billing,,Medium,Closed,2023-06-17 00:00:00,2023-06-20 00:00:00,Unassigned
718,2353,525,Billing,Product arrived damaged,Medium,Open,2024-12-12 00:00:00,,Agent_Smith
719,435,7142,Return,Wrong item received,Low,Open,2023-05-06 00:00:00,,Agent_Brown
720,2531,4668,Return,,High,Closed,2023-05-12 00:00:00,2023-05-17 00:00:00,Agent_Smith
721,392,5235,Product Defect,Product arrived damaged,Medium,Unknown,2024-12-17 00:00:00,2024-12-23 00:00:00,Unassigned
722,2285,6142,Delivery,Wrong item received,Medium,Open,2023-03-31 00:00:00,,Agent_Smith
723,10,873,Technical,Cannot login to account,High,Closed,2024-03-02 00:00:00,2024-03-06 00:00:00,Agent_Smith
724,2686,3044,Delivery,,High,Resolved,2023-03-18 00:00:00,2023-03-31 00:00:00,Unassigned
725,2877,3675,Billing,Wrong item received,Medium,In Progress,2024-09-02 00:00:00,2024-09-03 00:00:00,Agent_Smith
726,959,5617,Account,,Low,Open,2023-02-11 00:00:00,,Agent_Smith
727,1500,7833,Account,App crashing on checkout,Low,In Progress,2024-08-11 00:00:00,2024-08-23 00:00:00,Agent_Jones
728,483,804,Account,Want to return product,Low,Unknown,2024-07-08 00:00:00,2024-07-17 00:00:00,Unassigned
729,433,281,Delivery,Cannot login to account,Low,Open,2024-07-28 00:00:00,,Agent_Jones
730,1060,2518,Product Defect,,Medium,Closed,2024-02-20 00:00:00,,Agent_Smith
731,1028,6403,Return,Want to return product,Low,Open,2024-09-15 00:00:00,2024-09-28 00:00:00,Agent_Smith
732,293,2562,Return,Cannot login to account,Medium,Unknown,2024-01-28 00:00:00,,Agent_Smith
733,1505,3832,Unknown,Cannot login to account,Medium,In Progress,2023-09-24 00:00:00,,Agent_Smith
734,235,2330,Billing,,High,Closed,2023-12-01 00:00:00,,Unassigned
735,1749,6794,Unknown,App crashing on checkout,High,Open,2023-05-20 00:00:00,2023-06-02 00:00:00,Agent_Smith
736,679,389,Product Defect,,High,Closed,2024-01-23 00:00:00,2024-01-28 00:00:00,Unassigned
